Date Made Public,Company,City,State,Type of breach,Type of organization,Total Records,Description of incident,Information Source,Source URL,Year of Breach,Latitude,Longitude
10-Oct-07,"Wheels Inc., Pfizer",Des Plaines,Illinois,DISC,BSO,"1,823","The spouses and domestic partners              of about 1,800 Pfizer employees, including 23 from Connecticut, learned              late last month about a data breach at Wheels Inc., which provides              cars to the company, mostly for use by its sales force. The breach              at Wheels, first reported by the Pharmalot Web site, released onto              the Internet names, addresses, birth dates and driver's license numbers,              but not Social Security numbers, according to the company.",Dataloss DB,,2007,42.033362,-87.883399
10-Oct-07,Commerce Bank,Wichita,Kansas,HACK,BSF,20,"A hacker gained access to a database 
            with about 3,000 customer records and accessed data belonging to 20 
            of them. The bank is contacting those who may have been affected. 
            The hacking was quickly detected and stopped, according to Commerce 
            Bank, which then notified law enforcement.",Dataloss DB,,2007,37.692236,-97.337545
8-Oct-07,Semtech,Camarillo,California,PORT,BSO,0,"A laptop computer and other personal 
            belongings were stolen from one of Semtech's vendors. The computer 
            was not stolen from a Semtech facility, but may have contained computerized 
            data relating to Semtech employees. Semtech declined to provide further 
            details of the incident, such as what personal employee data may have 
            been put at risk, when the theft happened or how long it took the 
            company to inform its workers of the potential breach.",Dataloss DB,,2007,34.216394,-119.037602
21-Sep-07,"Citigroup, ABN Amro Mortgage Group",Norridge,Illinois,DISC,BSF,"5,208","Three spreadsheets containing 
            5,200 Social Security numbers and other personal details about customers 
            were inadvertently leaked over an online file-sharing network by a 
            former employee. Tiversa, a company that monitors P2P networks, found 
            Excel spreadsheets from the desktop of a financial analyst at ABN 
            Amro Mortgage Group running LimeWire. Although Tiversa found over 
            10,000 files, deduplication revealed only 5,208 unique Social Security 
            numbers, along with names and what type of mortgage each customer 
            had.",Media,,2007,41.963364,-87.827284
13-Sep-07,Voxant.com,Reston,Virginia,HACK,BSO,"4,500","The Voxant online 
            ecommerce store server was hacked using what appeared to be a typical 
            phishing scheme. The server is seperate from the primary business 
            at www.voxant.com. The affected server was immediately taken offline 
            and removed the offending phising pages. Encrypted credit card numbers 
            could have been accessed during the incident. Although the credit 
            card numbers were encrypted, the encryption key was not well protected. 
            The database up through June 19-20 could have been affected, representing 
            approximately 4,500 US customers.",Dataloss DB,,2007,38.968721,-77.341096
4-Sep-07,Pfizer           ,New York,New York,INSD,BSO,"34,000","A security breach 
            may have caused employees' names, Social Security numbers, addresses, 
            dates of birth, phone numbers, bank account numbers, credit card information, 
            signatures and other personal information to be publicly exposed. 
            The breach occurred late last year when a Pfizer employee removed 
            copies of confidential information from a Pfizer computer system without 
            the company's knowledge or approval. Pfizer didn't become aware of 
            the breach until July 10.",Dataloss DB,,2007,40.714269,-74.005973
30-Aug-07, AT&T,San Antonio,Texas,PORT,BSO,0,"A laptop containing              unencrypted personal data on current and former employees of the former              AT&T Corp. was stolen recently from the car of an employee of              a professional services firm doing work for the company. That theft              prompted the company to notify an unspecified number of individuals              about the potential compromise of their Social Security numbers, names              and other personal details.",Media,,2007,29.424122,-98.493628
21-Aug-07,West Virginia Board of Barbers and Cosmetologists,Charleston,West Virginia,UNKN,BSO,0,"Every barber and cosmetologist 
            licensed in the state of West Virginia since 1986 could now potentially 
            be a victim of identity theft. Someone broke into the second floor 
            office of the Board of Barbers and Cosmetologists and stole a safe. 
            The director of the agency says the safe contains the personal information 
            of thousands of hair dressers.",Dataloss DB,,2007,38.34982,-81.632623
13-Aug-07,"Pfizer, Axia Ltd.",New York,New York,PORT,BSO,950,"Axia Ltd. had notified 
            Pfizer on June 14 of an incident in which two Pfizer laptops were 
            stolen from a locked car. The laptops, which disappeared May 31 in 
            Boston, included the names and Social Security numbers of health-care 
            professionals who were providing or considering providing contract 
            services for Pfizer, according to the letter.",Dataloss DB,,2007,40.714269,-74.005973
7-Aug-07,Electronic Data Systems,Montgomery,Alabama,INSD,BSO,498,"A former employee 
            was arrested this week for allegedly trafficking in stolen identities 
            she received through her work with the company. She obtained 
            the names and identifying information of 498 Alabama Medicaid recipients 
            and subsequently sold 50 of those identities.",Dataloss DB,,2007,32.366805,-86.299969
7-Aug-07,Merrill Lynch,Hopewell,New Jersey,UNKN,BSF,"33,000","A computer device 
            apparently was stolen containing sensitive personal information, including 
            Social Security numbers, about some 33,000 employees.",Dataloss DB,,2007,41.049264,-74.549603
6-Aug-07,Verisign,Mountain View,California,PORT,BSO,0,"A laptop containing 
            extensive personal information on an undisclosed number of VeriSign 
            employees was stolen from an employee's car. The information included 
            names, addresses, Social Security numbers, dates of birth, telephone 
            numbers, and salary records.",Dataloss DB,,2007,37.386052,-122.083851
4-Aug-07,Kellogg Community Federal Credit Union,Battle Creek,Michigan,STAT,BSF,0,"A computer containing 
              personal information on an undisclosed number members was stolen. 
              A file containing some members' names, addresses, telephone numbers, 
              birth dates, Social Security numbers and account numbers was on 
              the computer's hard drive.",Dataloss DB,,2007,42.321152,-85.179714
